#Frame_Number,qw,qx,qy,qz,tx,ty,tz,vx,vy,vz
237,-0.5190488,0.6202211,0.22756839,-0.54233456,-0.20765573,-18.902012,-8.53383,0.0,0.0,0.0
238,-0.51815504,0.618288,0.23134819,-0.5437953,-1.039667,-18.550047,-8.1050205,0.0,0.0,0.0
239,-0.51774323,0.6152167,0.23598303,-0.5456761,-1.5399046,-17.8889,-7.5458713,0.0,0.0,0.0
240,-0.5169291,0.6118072,0.24039252,-0.5483499,-1.5174611,-18.780098,-7.9989343,0.0,0.0,0.0
241,-0.51653093,0.61052054,0.24269925,-0.54914254,-1.5536157,-19.760466,-7.805102,0.0,0.0,0.0
242,-0.5084933,0.60709757,0.25955668,-0.5527183,-2.0071964,-20.494064,-8.311164,0.0,0.0,0.0
243,-0.5110431,0.6073902,0.25438493,-0.5524494,-1.732346,-19.533571,-8.354874,0.0,0.0,0.0
244,-0.50726897,0.6020733,0.25886598,-0.55961984,-2.5742521,-19.132072,-7.99433,0.0,0.0,0.0
245,-0.5080476,0.60144776,0.25811893,-0.5599311,-2.4218497,-18.1934,-8.303632,0.0,0.0,0.0
246,-0.5048127,0.5966724,0.25999743,-0.56705153,-1.4983141,-18.562414,-8.408079,0.0,0.0,0.0
247,0.7651692,0.33465147,0.54468685,-0.07642478,-1.8221003,-19.186407,-7.6968875,0.0,0.0,0.0
248,0.77085304,0.33543417,0.53546095,-0.080938995,-2.3086107,-18.317444,-7.6062813,0.0,0.0,0.0
249,0.774863,0.3374988,0.527773,-0.0844839,-2.562601,-17.770632,-6.8084803,0.0,0.0,0.0
250,0.7789335,0.33902434,0.52031773,-0.08714646,-1.8593175,-18.063005,-7.456485,0.0,0.0,0.0
251,0.77932096,0.34219858,0.5174232,-0.088499926,-2.3073416,-18.159866,-6.567726,0.0,0.0,0.0
252,0.7824797,0.34467092,0.51012844,-0.093254514,-1.5548905,-18.65234,-7.005089,0.0,0.0,0.0
253,0.78551227,0.34685633,0.50309306,-0.09776771,-0.8008292,-19.168043,-7.411834,0.0,0.0,0.0
254,0.78861815,0.34846783,0.49632582,-0.10154913,-0.16032973,-19.93235,-7.3370275,0.0,0.0,0.0
255,0.7912807,0.349929,0.49017432,-0.10561118,-0.8352488,-19.213196,-7.502262,0.0,0.0,0.0
256,-0.05441501,0.8188676,-0.4175835,0.39002416,-0.023418242,-19.745453,-7.742331,0.0,0.0,0.0
257,0.85581344,0.04444378,-0.36977005,-0.3589961,-0.4342689,-19.05656,-8.339515,0.0,0.0,0.0
258,0.8537425,0.046698302,-0.37439185,-0.3588507,-0.56292784,-18.34499,-9.03025,0.0,0.0,0.0
259,0.85145015,0.047426548,-0.3811598,-0.35707226,0.31951836,-18.357182,-9.5005045,0.0,0.0,0.0
260,0.84865135,0.048444785,-0.3886551,-0.35551545,0.17299363,-17.793573,-10.313449,0.0,0.0,0.0
261,0.84541446,0.048630696,-0.39765793,-0.35323876,-0.2420566,-17.913889,-9.411641,0.0,0.0,0.0
262,0.169724,0.20040202,-0.3910147,0.88212264,0.09545137,-17.539846,-10.275458,0.0,0.0,0.0
263,0.82180256,0.046811238,-0.43956304,-0.35949078,-0.26664042,-17.902805,-9.416884,0.0,0.0,0.0
264,0.8250708,0.054507703,-0.43406546,-0.3575951,0.15538852,-18.590858,-8.826567,0.0,0.0,0.0
265,0.8206825,0.055899166,-0.44330546,-0.3561401,-0.33747846,-18.888847,-8.009079,0.0,0.0,0.0
266,0.81651205,0.056683954,-0.45125526,-0.3556173,0.41358855,-18.698503,-8.641272,0.0,0.0,0.0
267,-0.011884786,0.94362694,0.25692594,-0.208365,-0.54018915,-18.578041,-8.916583,0.0,0.0,0.0
268,0.3811561,-0.23102668,0.89481115,0.025684362,-0.38185307,-18.494987,-9.900469,0.0,0.0,0.0
269,0.3859334,-0.22915837,0.89326245,0.024981517,0.1829825,-18.483135,-10.725588,0.0,0.0,0.0
270,0.38968858,-0.22845042,0.8918049,0.025244081,-0.38453564,-18.522085,-9.903149,0.0,0.0,0.0
271,0.39217532,-0.22827281,0.8907339,0.026138535,-0.9709235,-18.541002,-9.093339,0.0,0.0,0.0
272,0.3934244,-0.22679266,0.89050865,0.027868941,-1.4917166,-18.625555,-8.243854,0.0,0.0,0.0
273,0.39346576,-0.22472998,0.89094895,0.029851018,-0.9576602,-18.549469,-9.085872,0.0,0.0,0.0
274,0.39350858,-0.22312912,0.8912482,0.032264598,-0.3527662,-18.593256,-9.880973,0.0,0.0,0.0
275,0.39285064,-0.22103612,0.8919468,0.035246342,0.2491391,-18.629686,-10.678709,0.0,0.0,0.0
276,0.3913541,-0.21869873,0.89305663,0.0382452,0.8555238,-18.628063,-11.473879,0.0,0.0,0.0
277,0.3885659,-0.21680324,0.894595,0.04138406,1.3537431,-18.533049,-12.335708,0.0,0.0,0.0
278,0.38623983,-0.21465689,0.89597404,0.044403624,1.9840717,-18.573997,-13.110955,0.0,0.0,0.0
279,0.38395098,-0.21198058,0.89740366,0.04808961,1.7073749,-18.835697,-12.186319,0.0,0.0,0.0
280,0.38055778,-0.20986092,0.8991756,0.051160887,2.3374443,-18.860739,-12.962454,0.0,0.0,0.0
281,0.37596446,-0.20792104,0.90139824,0.053858638,2.9728792,-18.860498,-13.734609,0.0,0.0,0.0
282,0.37202084,-0.20668623,0.9031674,0.056301363,3.6303818,-18.903471,-14.486835,0.0,0.0,0.0
283,0.36756402,-0.20593254,0.90502775,0.058423016,4.2834044,-18.935537,-15.243493,0.0,0.0,0.0
284,0.36209333,-0.20499793,0.90735215,0.05980209,3.6242645,-18.9089,-14.491945,0.0,0.0,0.0
285,0.35714278,-0.20431599,0.90937287,0.06119615,2.9601755,-18.875927,-13.745019,0.0,0.0,0.0
286,0.35187486,-0.2039174,0.9113976,0.062898904,2.309882,-18.851633,-12.985724,0.0,0.0,0.0
287,0.34558442,-0.20359276,0.91375804,0.06455689,1.6458787,-18.828451,-12.238355,0.0,0.0,0.0
288,0.33974162,-0.20387207,0.9157472,0.06647463,0.97905165,-18.805292,-11.493503,0.0,0.0,0.0
289,0.33453134,-0.2056889,0.917061,0.06913752,0.30421007,-18.784155,-10.755842,0.0,0.0,0.0
290,0.33454248,-0.20764412,0.91698396,0.064075164,0.95520115,-19.422232,-10.344665,0.0,0.0,0.0
291,0.32854307,-0.20935497,0.9185611,0.06689895,0.255272,-19.395359,-9.630959,0.0,0.0,0.0
292,-0.0021510385,-0.2807333,-0.1354292,0.9501806,1.0469517,-19.256182,-9.036086,0.0,0.0,0.0
293,-0.004932174,-0.2875924,-0.13694419,0.94789904,1.5675647,-19.301727,-9.888663,0.0,0.0,0.0
294,-0.006221387,-0.29243302,-0.13729365,0.9463586,2.459912,-18.955492,-9.599118,0.0,0.0,0.0
295,-0.008369759,-0.29942974,-0.13735758,0.9441423,1.7011684,-18.98,-8.94819,0.0,0.0,0.0
296,-0.009213255,-0.307116,-0.13688706,0.94173074,0.7465969,-18.997377,-8.650717,0.0,0.0,0.0
297,-0.5056027,0.026400756,0.8527926,0.12811588,1.7242583,-18.986294,-8.860608,0.0,0.0,0.0
298,-0.08571169,-0.6675635,-0.14157538,0.7259262,2.7028568,-18.94468,-8.659082,0.0,0.0,0.0
299,-0.08452751,-0.6740447,-0.14160854,0.7200457,3.7013128,-18.905119,-8.6201,0.0,0.0,0.0
300,-0.3985816,0.042398352,0.900163,0.1704161,2.759412,-18.889475,-8.9556265,0.0,0.0,0.0
301,0.13820924,0.79470605,0.13234295,-0.5760433,3.6265643,-18.869558,-8.457982,0.0,0.0,0.0
302,0.14032514,0.79708093,0.1311751,-0.5725067,4.0243073,-19.618492,-7.9279823,0.0,0.0,0.0
303,0.13851672,0.8010145,0.1268934,-0.5684074,3.087873,-19.609655,-8.278713,0.0,0.0,0.0
304,0.14132665,0.8000365,0.12518868,-0.5694701,3.365919,-20.266373,-7.5777054,0.0,0.0,0.0
305,0.137613,0.8032019,0.12200385,-0.56660783,4.322584,-20.22723,-7.2891603,0.0,0.0,0.0
306,0.1323335,0.80597,0.11914259,-0.56453985,5.2868743,-20.210787,-7.024823,0.0,0.0,0.0
307,0.12643677,0.8070423,0.115900315,-0.56503415,6.25997,-20.170576,-6.7979617,0.0,0.0,0.0
308,0.118359305,0.8076773,0.107114345,-0.56760454,6.7824845,-19.319017,-6.755204,0.0,0.0,0.0
309,0.11903989,0.806766,0.10504312,-0.56914335,7.2596173,-20.188694,-6.6286783,0.0,0.0,0.0
310,0.12262075,0.8083523,0.10476724,-0.56617534,7.85538,-20.991028,-6.6651154,0.0,0.0,0.0
311,0.11259756,0.80950224,0.098529704,-0.56773216,8.827389,-20.893436,-6.4514,0.0,0.0,0.0
312,0.58529156,-0.4152394,-0.4230735,-0.55318964,9.63649,-21.480536,-6.4254956,0.0,0.0,0.0
313,0.58851576,-0.40968668,-0.4299084,-0.5486208,9.858998,-22.440508,-6.5956206,0.0,0.0,0.0
314,0.59245455,-0.40605634,-0.43338212,-0.5443306,10.065999,-23.406042,-6.7534075,0.0,0.0,0.0
315,0.21990612,0.90115124,-0.0803138,-0.3648526,10.807482,-23.994297,-6.430672,0.0,0.0,0.0
316,0.21214604,0.90312856,-0.08567734,-0.3633349,11.594887,-23.76596,-5.858085,0.0,0.0,0.0
317,0.20400135,0.9047677,-0.090898804,-0.36265177,12.387596,-23.547102,-5.2891273,0.0,0.0,0.0
318,0.20115954,0.905465,-0.0958656,-0.36121702,13.068788,-24.093208,-4.801534,0.0,0.0,0.0
319,0.2024907,0.9044267,-0.100949556,-0.3616892,13.371007,-24.772211,-4.1324906,0.0,0.0,0.0
320,0.19690129,0.9051337,-0.10595672,-0.3615744,14.15572,-24.613243,-3.5333617,0.0,0.0,0.0
321,0.20352574,0.90070295,-0.10973999,-0.36778876,13.860847,-25.369081,-2.9487612,0.0,0.0,0.0
322,0.19718868,0.9008999,-0.11608998,-0.3688077,14.580502,-25.062737,-2.3256648,0.0,0.0,0.0
323,0.19254051,0.9010562,-0.12106345,-0.36928242,15.384855,-24.843475,-1.7734524,0.0,0.0,0.0
324,0.18763265,0.90118337,-0.1250615,-0.37016508,16.189358,-24.604488,-1.2297055,0.0,0.0,0.0
325,0.1806688,0.9010202,-0.13021363,-0.37224415,16.90592,-24.295916,-0.60414827,0.0,0.0,0.0
326,0.19023854,0.90044975,-0.12547623,-0.37047973,17.323732,-25.153856,-0.30519825,0.0,0.0,0.0
327,0.18532918,0.89951205,-0.12572879,-0.37513125,18.04679,-24.627563,0.14224432,0.0,0.0,0.0
328,0.17874588,0.8985239,-0.12456496,-0.38103575,18.71678,-24.230469,0.76948327,0.0,0.0,0.0
329,0.17476001,0.8978052,-0.12263304,-0.38518283,19.549345,-24.013931,1.2793344,0.0,0.0,0.0
330,0.1724842,0.89577335,-0.12097965,-0.39141178,20.263922,-23.568686,1.8189033,0.0,0.0,0.0
331,0.17503875,0.89401,-0.11689603,-0.39552864,20.984167,-24.158546,2.1840246,0.0,0.0,0.0
332,0.6428577,-0.3512161,-0.5927581,-0.33469254,20.149296,-23.751364,1.8136266,0.0,0.0,0.0
333,0.6376298,-0.35038516,-0.59877026,-0.33486214,20.170044,-24.741121,1.672381,0.0,0.0,0.0
334,0.6355633,-0.34934503,-0.5970007,-0.34293944,20.78091,-24.792866,2.4624214,0.0,0.0,0.0
335,0.630783,-0.34932148,-0.6006853,-0.34534684,21.256292,-25.662928,2.592824,0.0,0.0,0.0
336,0.68479526,0.13484009,0.2420742,0.6739983,21.257828,-26.418234,1.9374528,0.0,0.0,0.0
337,0.6884527,0.132998,0.23886439,0.6717799,20.925068,-26.55013,1.0037106,0.0,0.0,0.0
338,0.6924363,0.12449278,0.23393299,0.6710506,21.675404,-27.150532,1.2803234,0.0,0.0,0.0
339,0.6976601,0.12064884,0.2279856,0.6683837,21.369778,-27.279234,0.3369103,0.0,0.0,0.0
340,0.70218474,0.11139528,0.22842708,0.66509306,21.200453,-26.411932,-0.13118926,0.0,0.0,0.0
341,0.7061791,0.107284084,0.22391126,0.6630724,20.905481,-26.600822,-1.067839,0.0,0.0,0.0
342,0.7089945,0.104214005,0.22071242,0.6616285,20.46578,-26.624683,-1.9656657,0.0,0.0,0.0
343,0.24507707,0.012616761,0.8097739,-0.53295803,21.13326,-27.207157,-1.5017773,0.0,0.0,0.0
344,0.24671224,0.0107379425,0.8115126,-0.52958953,20.946272,-26.479342,-0.8419886,0.0,0.0,0.0
345,0.24809887,0.01154437,0.81573606,-0.52238715,20.704742,-25.736046,-0.21814911,0.0,0.0,0.0
346,0.2536432,0.011815951,0.8172767,-0.51728547,21.068218,-25.729975,0.7134352,0.0,0.0,0.0
347,0.24182007,0.5564091,0.35792738,0.70980275,21.971945,-26.129568,0.55980486,0.0,0.0,0.0
348,0.24956141,0.55090064,0.35284033,0.7139547,20.994915,-25.91907,0.5266029,0.0,0.0,0.0
349,0.25863597,0.54528695,0.34803122,0.71738684,21.984007,-25.950628,0.670474,0.0,0.0,0.0
350,0.26855892,0.5406932,0.3419746,0.7201252,21.035044,-26.20175,0.47967362,0.0,0.0,0.0
351,0.27674562,0.5352523,0.33199,0.7257407,21.954073,-25.85802,0.6726407,0.0,0.0,0.0
352,0.282752,0.5269933,0.31895894,0.73525137,21.010944,-26.130754,0.48257285,0.0,0.0,0.0
353,0.28807798,0.5204559,0.30546594,0.7435236,20.066874,-26.4139,0.31358448,0.0,0.0,0.0
354,0.29234475,0.51496136,0.29330537,0.75054735,19.118618,-26.617142,0.06965181,0.0,0.0,0.0
355,0.2956365,0.5090308,0.2849343,0.75650454,18.18732,-26.848345,-0.21182676,0.0,0.0,0.0
356,0.2991815,0.5054983,0.27793372,0.7600755,17.241165,-27.139864,-0.35256517,0.0,0.0,0.0
357,0.3037545,0.50184524,0.2677575,0.76432353,16.301224,-27.419203,-0.5487277,0.0,0.0,0.0
358,0.30817327,0.4967775,0.25628728,0.769778,17.222904,-27.262959,-0.19363086,0.0,0.0,0.0
359,0.31342268,0.49145415,0.24276859,0.77543694,18.150908,-26.89711,-0.123183094,0.0,0.0,0.0
360,0.31899127,0.48443267,0.22779733,0.7820984,18.920286,-26.261454,-0.18641762,0.0,0.0,0.0
361,0.3251709,0.4762761,0.2167152,0.7876925,19.833563,-25.93965,0.06331619,0.0,0.0,0.0
362,0.33220387,0.46916962,0.21286583,0.79006875,18.911026,-26.185743,-0.23394223,0.0,0.0,0.0
363,0.17198387,0.7632507,-0.4837598,-0.39223263,18.437628,-26.77008,0.425182,0.0,0.0,0.0
364,0.17331131,0.7640722,-0.48039365,-0.3941812,18.8716,-27.149517,1.24231,0.0,0.0,0.0
365,0.1762816,0.76377875,-0.47721678,-0.39727947,18.749504,-27.943989,1.8372104,0.0,0.0,0.0
366,0.18145448,0.76321596,-0.47308332,-0.40095863,18.26213,-27.57459,1.0460007,0.0,0.0,0.0
367,0.18362528,0.76214486,-0.471091,-0.40433928,17.793583,-27.193161,0.24914818,0.0,0.0,0.0
368,0.18351635,0.76226896,-0.46933502,-0.40619263,17.349152,-26.633142,-0.45003638,0.0,0.0,0.0
369,0.18072698,0.7641924,-0.46656102,-0.40702403,16.897867,-26.030783,-1.108449,0.0,0.0,0.0
370,0.17654835,0.7651802,-0.46500528,-0.4087788,16.44317,-25.442165,-1.7768644,0.0,0.0,0.0
371,0.17532678,0.76423216,-0.4646211,-0.41150576,15.982319,-24.89238,-2.4735367,0.0,0.0,0.0
372,0.17344879,0.7635341,-0.4636169,-0.41471744,15.518242,-24.352203,-3.1755636,0.0,0.0,0.0
373,0.1697085,0.7631028,-0.46275985,-0.41800287,15.072725,-23.796822,-3.8777516,0.0,0.0,0.0
374,0.16648279,0.76316106,-0.4618357,-0.42021003,14.610143,-23.240328,-4.5679197,0.0,0.0,0.0
375,0.16427945,0.7635965,-0.46113485,-0.42105505,14.151443,-22.676695,-5.2548776,0.0,0.0,0.0
376,0.16414985,0.76403403,-0.4603378,-0.42118394,13.683286,-22.119585,-5.9407773,0.0,0.0,0.0
377,0.16861464,0.764249,-0.45719996,-0.4224461,13.1936455,-21.679123,-6.69327,0.0,0.0,0.0
378,0.17373167,0.7641732,-0.45157728,-0.4265379,12.711183,-21.189884,-7.41982,0.0,0.0,0.0
379,0.17573191,0.7637895,-0.44909394,-0.42902046,12.223958,-20.784678,-8.193397,0.0,0.0,0.0
380,0.17259295,0.76326,-0.4505187,-0.42974257,11.763652,-20.289553,-8.930261,0.0,0.0,0.0
381,0.17017469,0.7630494,-0.45150992,-0.4300406,11.303881,-19.776943,-9.655411,0.0,0.0,0.0
382,0.1707441,0.7620051,-0.45055297,-0.43266234,10.841487,-19.247978,-10.367021,0.0,0.0,0.0
383,0.17093681,0.7607928,-0.4519441,-0.4332683,11.313698,-19.765345,-9.653334,0.0,0.0,0.0
384,0.16805051,0.76029503,-0.4551082,-0.43195724,10.799122,-19.31866,-10.385239,0.0,0.0,0.0
385,0.16357489,0.759912,-0.45848647,-0.4307751,10.284308,-18.83041,-11.089921,0.0,0.0,0.0
386,0.16071257,0.75982356,-0.46349806,-0.42662528,9.744252,-18.450274,-11.840811,0.0,0.0,0.0
387,0.15551303,0.76139146,-0.46925908,-0.41939798,9.189207,-18.160986,-12.6207075,0.0,0.0,0.0
388,0.14817913,0.7629562,-0.4773845,-0.4099327,8.648331,-17.858145,-13.405398,0.0,0.0,0.0
389,0.1390002,0.76535815,-0.48679763,-0.39740896,8.104737,-17.567327,-14.192756,0.0,0.0,0.0
390,0.127082,0.7646548,-0.49884453,-0.38769487,7.5755587,-17.170359,-14.942679,0.0,0.0,0.0
391,0.11774389,0.7625045,-0.5094437,-0.3810385,7.0664697,-16.766735,-15.702888,0.0,0.0,0.0
392,0.10897224,0.76353467,-0.5144037,-0.37487155,6.510033,-16.401968,-16.449429,0.0,0.0,0.0
393,0.098276705,0.76379275,-0.521354,-0.36763063,6.058817,-15.878438,-17.172146,0.0,0.0,0.0
394,0.08861283,0.7649004,-0.5260513,-0.3610336,6.4259768,-16.499916,-16.480078,0.0,0.0,0.0
395,0.08175843,0.76683146,-0.5281619,-0.35542947,5.949849,-16.002731,-17.205412,0.0,0.0,0.0
396,0.07293036,0.76750207,-0.53058666,-0.35227767,5.4639425,-15.520026,-17.934034,0.0,0.0,0.0
397,0.06474827,0.7682872,-0.53243744,-0.34936053,4.9784746,-15.041828,-18.665915,0.0,0.0,0.0
398,0.057884507,0.76756144,-0.53738254,-0.34455606,4.4836044,-14.688292,-19.459711,0.0,0.0,0.0
399,0.05486959,0.76399624,-0.54566914,-0.33991805,3.9131076,-14.37784,-20.220076,0.0,0.0,0.0
400,0.056901794,0.75996464,-0.552256,-0.3379782,3.366056,-13.975142,-20.953949,0.0,0.0,0.0
401,0.07023816,0.7571297,-0.554488,-0.33817786,2.6037543,-14.600473,-20.787048,0.0,0.0,0.0
402,0.38503328,0.54298776,0.40744552,0.62522143,2.134016,-15.009063,-20.004488,0.0,0.0,0.0
403,0.3816155,0.5441845,0.40726197,0.62639487,3.1100333,-14.873927,-19.833818,0.0,0.0,0.0
404,0.38147202,0.54353327,0.40669104,0.62741774,4.0983047,-14.7218075,-19.84717,0.0,0.0,0.0
405,0.37871766,0.543162,0.4038708,0.6312182,3.1183484,-14.872051,-19.977982,0.0,0.0,0.0
406,0.37656856,0.5397034,0.39706248,0.63973254,4.112343,-14.763476,-19.991611,0.0,0.0,0.0
407,0.3766013,0.53373986,0.3894767,0.6493082,5.1073027,-14.6637945,-19.980778,0.0,0.0,0.0
408,0.37269524,0.5324195,0.39034918,0.65211594,5.2597637,-14.970707,-19.041332,0.0,0.0,0.0
409,0.37971368,0.5261807,0.38455406,0.6565589,5.206668,-15.427498,-18.153343,0.0,0.0,0.0
410,0.37847224,0.5266727,0.38654283,0.6557128,6.1619787,-15.328585,-18.431904,0.0,0.0,0.0
411,0.37406856,0.5308972,0.3864335,0.654897,5.1770625,-15.378252,-18.59765,0.0,0.0,0.0
412,0.37347513,0.5352403,0.39016646,0.6494646,6.1673346,-15.477315,-18.695358,0.0,0.0,0.0
413,0.37403494,0.5393647,0.39231998,0.64441335,5.235759,-15.618108,-18.360182,0.0,0.0,0.0
414,0.3733971,0.5433274,0.39211577,0.6415724,4.2459702,-15.520438,-18.464,0.0,0.0,0.0
415,0.37467113,0.5463309,0.39263162,0.63795334,3.2566133,-15.61553,-18.574133,0.0,0.0,0.0
416,0.37695053,0.5497454,0.3935367,0.6331012,2.3093781,-15.923677,-18.485872,0.0,0.0,0.0
417,0.3757933,0.5543542,0.3936009,0.62972146,1.3156673,-16.00832,-18.412569,0.0,0.0,0.0
418,0.3749059,0.55875856,0.39506286,0.62542766,2.2657404,-16.301598,-18.519094,0.0,0.0,0.0
419,0.7560081,0.20191489,-0.032403946,-0.6217975,2.8464034,-16.463247,-17.72116,0.0,0.0,0.0
420,0.75525105,0.20385942,-0.039654236,-0.62166286,2.4402037,-16.730976,-16.847477,0.0,0.0,0.0
421,0.7507232,0.21573061,-0.060036052,-0.6215068,1.5147588,-16.570707,-17.19079,0.0,0.0,0.0
422,0.751543,0.21678747,-0.060784828,-0.6200738,1.7261386,-16.164959,-18.079996,0.0,0.0,0.0
423,0.7540586,0.2178758,-0.061167877,-0.6165908,2.130557,-15.800089,-18.918636,0.0,0.0,0.0
424,0.75016636,0.22801368,-0.076951936,-0.6159047,1.2493948,-15.612381,-19.352592,0.0,0.0,0.0
425,0.74734503,0.23310173,-0.08020289,-0.61701417,0.84924674,-15.871876,-18.473648,0.0,0.0,0.0
426,0.20057632,0.37149462,0.8658919,0.26831353,1.5876215,-15.501788,-17.909876,0.0,0.0,0.0
427,0.20508103,0.37012377,0.86679745,0.2638415,1.7502372,-15.087891,-18.805557,0.0,0.0,0.0
428,0.20665836,0.36840856,0.87068146,0.25195485,1.2097063,-15.442509,-18.042622,0.0,0.0,0.0
429,0.20480083,0.3734237,0.8728907,0.23806126,0.5063782,-15.921947,-17.51777,0.0,0.0,0.0
430,0.2003905,0.37566185,0.8760521,0.22639476,-0.11369718,-16.381025,-18.153973,0.0,0.0,0.0
431,0.20081834,0.37518412,0.8772812,0.22200571,-0.3736524,-16.600946,-17.21373,0.0,0.0,0.0
432,-0.30210656,-0.33002788,-0.008193315,0.89428526,0.46521816,-16.743355,-16.688358,0.0,0.0,0.0
433,-0.30242196,-0.3297189,-0.009761082,0.89427686,0.3320339,-17.342958,-15.89922,0.0,0.0,0.0
434,-0.29840186,-0.3295789,-0.015971346,0.89558864,1.0081592,-17.96853,-15.509972,0.0,0.0,0.0
435,-0.29843667,-0.3294565,-0.025818469,0.8953923,0.34472936,-18.300997,-14.839653,0.0,0.0,0.0
436,-0.29970506,-0.33259353,-0.03547272,0.8934764,0.9831935,-17.926273,-15.511923,0.0,0.0,0.0
437,0.41591838,-0.3569569,0.8349768,0.049065668,1.4829273,-17.393707,-14.828814,0.0,0.0,0.0
438,-0.26389858,0.39394465,0.24371463,0.84603095,2.2454967,-16.749374,-14.886458,0.0,0.0,0.0
439,-0.26311415,0.39321995,0.23067,0.850259,1.6972625,-17.29794,-15.51774,0.0,0.0,0.0
440,-0.26761645,0.3908447,0.21280202,0.8545976,1.1555398,-17.876455,-16.12754,0.0,0.0,0.0
441,-0.27474123,0.38726875,0.20243396,0.85648155,0.549289,-18.504087,-16.615944,0.0,0.0,0.0
442,-0.27163503,0.3886466,0.20006077,0.8574053,-0.1333515,-19.158195,-16.94174,0.0,0.0,0.0
443,0.34819093,0.66339105,-0.6612253,-0.038163308,0.1154732,-18.467522,-17.620749,0.0,0.0,0.0
444,0.3434107,0.6667394,-0.6601059,-0.042284098,-0.74374515,-18.90124,-17.349398,0.0,0.0,0.0
445,0.34728152,0.6662917,-0.6580485,-0.049225245,-1.3319621,-19.288027,-18.059605,0.0,0.0,0.0
446,0.346691,0.66512704,-0.658851,-0.057677414,-1.1357481,-18.436684,-18.546139,0.0,0.0,0.0
447,0.35500294,0.6636629,-0.65499586,-0.06711834,-1.5146455,-18.77281,-19.408377,0.0,0.0,0.0
448,0.36557624,0.65986985,-0.6520109,-0.0762074,-2.0831134,-19.229982,-20.092365,0.0,0.0,0.0
449,0.36771795,0.6590992,-0.6514799,-0.077108316,-1.7219347,-18.678041,-19.340757,0.0,0.0,0.0
450,0.36584103,0.6604657,-0.65091616,-0.07907961,-1.2799128,-18.528425,-18.45632,0.0,0.0,0.0
451,0.14661467,-0.26194718,-0.30285648,0.90452516,-2.08495,-19.12073,-18.489334,0.0,0.0,0.0
452,0.14980516,-0.25646487,-0.29511583,0.9081249,-1.6494113,-18.743828,-19.3068,0.0,0.0,0.0
453,0.1487546,-0.24884222,-0.28596616,0.9133307,-1.0378461,-18.014793,-19.614204,0.0,0.0,0.0
454,0.14950354,-0.24217716,-0.28188863,0.9162629,-0.42012662,-17.608343,-20.28742,0.0,0.0,0.0
455,0.150427,-0.23742118,-0.2764068,0.91902244,-0.0007446814,-17.180681,-21.088186,0.0,0.0,0.0
456,0.15091953,-0.23554434,-0.27172273,0.9208197,-0.2445695,-17.206314,-20.118704,0.0,0.0,0.0
457,0.72565764,-0.27839106,0.62916076,-0.008721628,0.21003588,-17.238758,-19.228603,0.0,0.0,0.0
458,0.7243086,-0.28126803,0.6294147,-0.010122264,-0.16767092,-16.88505,-20.084307,0.0,0.0,0.0
459,0.7227605,-0.28576306,0.6291658,-0.010349971,-0.44138795,-16.293444,-20.842648,0.0,0.0,0.0
460,-0.21864653,0.7673439,0.5998522,-0.05961896,0.024013454,-15.748978,-21.540472,0.0,0.0,0.0
461,0.7512034,-0.22527936,0.5295717,-0.32325906,0.709759,-15.44424,-22.201447,0.0,0.0,0.0
462,0.7529822,-0.22648787,0.5254662,-0.32497126,-0.25857404,-15.427775,-22.450563,0.0,0.0,0.0
463,0.7539963,-0.23154289,0.5199636,-0.3278952,-1.2222193,-15.389324,-22.714966,0.0,0.0,0.0
464,0.7542248,-0.23958926,0.51385236,-0.3312065,-2.1713881,-15.323931,-23.022863,0.0,0.0,0.0
465,0.7552688,-0.24190816,0.5089436,-0.33470267,-3.1379094,-15.185562,-23.238943,0.0,0.0,0.0
466,0.7584776,-0.24284735,0.5002586,-0.3398207,-2.163941,-15.408858,-23.277975,0.0,0.0,0.0
467,0.76319623,-0.2442626,0.49186945,-0.34048754,-3.135832,-15.41264,-23.513374,0.0,0.0,0.0
468,0.76696163,-0.24594742,0.48680452,-0.33808443,-2.1497087,-15.387608,-23.677488,0.0,0.0,0.0
469,0.765661,-0.25566632,0.49074417,-0.32797578,-1.806044,-15.126445,-24.579535,0.0,0.0,0.0
470,0.7732909,-0.25771442,0.47835612,-0.326772,-0.8194401,-15.178174,-24.424822,0.0,0.0,0.0
471,0.78038496,-0.26227838,0.46572968,-0.32450774,0.016993264,-14.694167,-24.681953,0.0,0.0,0.0
472,0.7851742,-0.27134338,0.44750717,-0.33107644,1.0168079,-14.688775,-24.663494,0.0,0.0,0.0
473,0.7911185,-0.27783024,0.4253496,-0.3406165,1.990421,-14.714216,-24.436714,0.0,0.0,0.0
474,0.7943282,-0.28196642,0.41008052,-0.3483842,2.9673026,-14.756843,-24.227228,0.0,0.0,0.0
475,0.7983357,-0.28617138,0.3993092,-0.34830767,3.0293255,-13.788147,-24.467606,0.0,0.0,0.0
476,0.45457947,0.72429824,-0.5031365,-0.124912776,2.539836,-12.920001,-24.38561,0.0,0.0,0.0
477,0.45617202,0.71861446,-0.5087505,-0.12912485,1.9000161,-13.65113,-24.622423,0.0,0.0,0.0
478,0.45632145,0.7114978,-0.51690805,-0.1354537,1.2632811,-14.385177,-24.858526,0.0,0.0,0.0
479,-0.16380371,-0.09147899,-0.49449942,0.84868735,0.826488,-15.284153,-24.890985,0.0,0.0,0.0
